

*******************************************************************************
Ephemeris / WWW_USER Wed Apr 24 00:30:52 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Juno (spacecraft) (-61)         {source: juno_merged_DE436}
Center body name: Jupiter (599)                   {source: juno_merged_DE436}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2016-Aug-01 00:00:00.0000 TDB
Stop  time      : A.D. 2016-Sep-23 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 71492.0, 71492.0, 66854.0 km    {Equator_a, b, pole_c}
Keplerian GM    : 1.2668653190037040E+08 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2457620.291666667, A.D. 2016-Aug-19 19:00:00.0000,  9.816107823824383E-01,  7.524946332726572E+04,  9.068197203290940E+01,  2.692504236274729E+02,  1.746717339746342E+02,  2.457628036146173E+06,  7.790720503428814E-05,  3.078704949591626E+02,  1.882810592099960E+02,  4.092042679151443E+06,  8.108835894975621E+06,  4.620881981859810E+06,
2457620.333333333, A.D. 2016-Aug-19 20:00:00.0000,  9.816107553421617E-01,  7.524837052135356E+04,  9.068734804113664E+01,  2.692507024702517E+02,  1.746719166531375E+02,  2.457628036194387E+06,  7.790907401014913E-05,  3.081493925078883E+02,  1.883140088209684E+02,  4.091977235687038E+06,  8.108706100852723E+06,  4.620771130627264E+06,
2457620.375000000, A.D. 2016-Aug-19 21:00:00.0000,  9.816107126584023E-01,  7.524709961124988E+04,  9.069188820624706E+01,  2.692509405883401E+02,  1.746721323798529E+02,  2.457628036251714E+06,  7.791131908627981E-05,  3.084279931976268E+02,  1.883471151791368E+02,  4.091898626274454E+06,  8.108550152937659E+06,  4.620637979461395E+06,
2457620.416666667, A.D. 2016-Aug-19 22:00:00.0000,  9.816106563713355E-01,  7.524567934179158E+04,  9.069548562075248E+01,  2.692511313523305E+02,  1.746723757178542E+02,  2.457628036316460E+06,  7.791388269625800E-05,  3.087063503799025E+02,  1.883803860044077E+02,  4.091808868289427E+06,  8.108372057237063E+06,  4.620485946046812E+06,
2457620.458333333, A.D. 2016-Aug-19 23:00:00.0000,  9.816105888218930E-01,  7.524414219761513E+04,  9.069805399319672E+01,  2.692512690415195E+02,  1.746726405719232E+02,  2.457628036386796E+06,  7.791669954822748E-05,  3.089845225637995E+02,  1.884138297358277E+02,  4.091710249385002E+06,  8.108176356572389E+06,  4.620318905797256E+06,
2457620.500000000, A.D. 2016-Aug-20 00:00:00.0000,  9.816105125976743E-01,  7.524252383276222E+04,  9.069952927948165E+01,  2.692513489788036E+02,  1.746729203042013E+02,  2.457628036460788E+06,  7.791969784978113E-05,  3.092625722173639E+02,  1.884474554208043E+02,  4.091605284399969E+06,  8.107968044967175E+06,  4.620141118796846E+06,
2457620.541666667, A.D. 2016-Aug-20 01:00:00.0000,  9.816104304771721E-01,  7.524086243198173E+04,  9.069987089848119E+01,  2.692513676483105E+02,  1.746732078596546E+02,  2.457628036536450E+06,  7.792280065039968E-05,  3.095405645136871E+02,  1.884812725940586E+02,  4.091496668183613E+06,  8.107752473935245E+06,  4.619957149835239E+06,
2457620.583333333, A.D. 2016-Aug-20 02:00:00.0000,  9.816103453736971E-01,  7.523919800735996E+04,  9.069906253125313E+01,  2.692513227943365E+02,  1.746734959000915E+02,  2.457628036611774E+06,  7.792592728742580E-05,  3.098185660370181E+02,  1.885152911474327E+02,  4.091387224844546E+06,  8.107535251681732E+06,  4.619771782402517E+06,
2457620.625000000, A.D. 2016-Aug-20 03:00:00.0000,  9.816102602799995E-01,  7.523757163477174E+04,  9.069711250325750E+01,  2.692512135001346E+02,  1.746737769455350E+02,  2.457628036684774E+06,  7.792899492255751E-05,  3.100966434628140E+02,  1.885495211916405E+02,  4.091279853892776E+06,  8.107322136150780E+06,  4.619589927442957E+06,
2457620.666666667, A.D. 2016-Aug-20 04:00:00.0000,  9.816101782141716E-01,  7.523602463661032E+04,  9.069405374620797E+01,  2.692510402449079E+02,  1.746740435216476E+02,  2.457628036753524E+06,  7.793192015531023E-05,  3.103748622254934E+02,  1.885839729111734E+02,  4.091177473758273E+06,  8.107118922879935E+06,  4.619416527689262E+06,
2457620.708333333, A.D. 2016-Aug-20 05:00:00.0000,  9.816101021671604E-01,  7.523459771979842E+04,  9.068994333195985E+01,  2.692508049370819E+02,  1.746742883116613E+02,  2.457628036816201E+06,  7.793462069749880E-05,  3.106532851889543E+02,  1.886186564138541E+02,  4.091082963247814E+06,  8.106931328775829E+06,  4.619256458529908E+06,
2457620.750000000, A.D. 2016-Aug-20 06:00:00.0000,  9.816100350518775E-01,  7.523333008183652E+04,  9.068486156696994E+01,  2.692505109216365E+02,  1.746745043108576E+02,  2.457628036871112E+06,  7.793701708886320E-05,  3.109319713373210E+02,  1.886535815769647E+02,  4.090999101633294E+06,  8.106764873184751E+06,  4.619114426582823E+06,
2457620.791666667, A.D. 2016-Aug-20 07:00:00.0000,  9.816099796537987E-01,  7.523225850154099E+04,  9.067891063410094E+01,  2.692501629590997E+02,  1.746746849811354E+02,  2.457628036916742E+06,  7.793903442853629E-05,  3.112109745067595E+02,  1.886887578924253E+02,  4.090928508248317E+06,  8.106624757995092E+06,  4.618994867457468E+06,
2457620.833333333, A.D. 2016-Aug-20 08:00:00.0000,  9.816099385828240E-01,  7.523141643539917E+04,  9.067221277051517E+01,  2.692497671738244E+02,  1.746748244026365E+02,  2.457628036951774E+06,  7.794060409085835E-05,  3.114903421829316E+02,  1.887241943140995E+02,  4.090873582680569E+06,  8.106515748925738E+06,  4.618901844542213E+06,
2457620.875000000, A.D. 2016-Aug-20 09:00:00.0000,  9.816099142262221E-01,  7.523083314437146E+04,  9.066490797731089E+01,  2.692493309695001E+02,  1.746749174188361E+02,  2.457628036975124E+06,  7.794166538763101E-05,  3.117701143922579E+02,  1.887598991109068E+02,  4.090836446866563E+06,  8.106442060588755E+06,  4.618838951023112E+06,
2457620.916666667, A.D. 2016-Aug-20 10:00:00.0000,  9.816099087026077E-01,  7.523053287914020E+04,  9.065715126901729E+01,  2.692488629105422E+02,  1.746749597710281E+02,  2.457628036985964E+06,  7.794216713308291E-05,  3.120503227180212E+02,  1.887958797299366E+02,  4.090818890594955E+06,  8.106407248310769E+06,  4.618809217676940E+06,
2457620.958333333, A.D. 2016-Aug-20 11:00:00.0000,  9.816099238170960E-01,  7.523053415372143E+04,  9.064910948897096E+01,  2.692483725690882E+02,  1.746749482178039E+02,  2.457628036983740E+06,  7.794206906340172E-05,  3.123309894738713E+02,  1.888321426741167E+02,  4.090822322077038E+06,  8.106414110000355E+06,  4.618815029238692E+06,
2457621.000000000, A.D. 2016-Aug-20 12:00:00.0000,  9.816099610181177E-01,  7.523084913761348E+04,  9.064095773901889E+01,  2.692478703387840E+02,  1.746748806350237E+02,  2.457628036968186E+06,  7.794134306043476E-05,  3.126121270670012E+02,  1.888686933991197E+02,  4.090847725321887E+06,  8.106464601506161E+06,  4.618858052277344E+06,
2457621.041666667, A.D. 2016-Aug-20 13:00:00.0000,  9.816100213566754E-01,  7.523148319488172E+04,  9.063287549716080E+01,  2.692473672182853E+02,  1.746747560919468E+02,  2.457628036939332E+06,  7.793997412972457E-05,  3.128937375807822E+02,  1.889055362340262E+02,  4.090895626036519E+06,  8.106559768878155E+06,  4.618939177485613E+06,
2457621.083333333, A.D. 2016-Aug-20 14:00:00.0000,  9.816101054492408E-01,  7.523243459464722E+04,  9.062504252214489E+01,  2.692468745692883E+02,  1.746745748996746E+02,  2.457628036897500E+06,  7.793796108692988E-05,  3.131758126017415E+02,  1.889426743297850E+02,  4.090966067640744E+06,  8.106699700686841E+06,  4.619058479069856E+06,
2457621.125000000, A.D. 2016-Aug-20 15:00:00.0000,  9.816102134457966E-01,  7.523369441147013E+04,  9.061763466647301E+01,  2.692464038557430E+02,  1.746743386288552E+02,  2.457628036843297E+06,  7.793531691408947E-05,  3.134583333084784E+02,  1.889801096386935E+02,  4.091058598734725E+06,  8.106883503057979E+06,  4.619215193502571E+06,
2457621.166666667, A.D. 2016-Aug-20 16:00:00.0000,  9.816103450047846E-01,  7.523524662613690E+04,  9.061081973543169E+01,  2.692459663724676E+02,  1.746740500947100E+02,  2.457628036777604E+06,  7.793206875816709E-05,  3.137412708305775E+02,  1.890178429269816E+02,  4.091172272982235E+06,  8.107109299338332E+06,  4.619407719267980E+06,
2457621.208333333, A.D. 2016-Aug-20 17:00:00.0000,  9.816104992768523E-01,  7.523706842812194E+04,  9.060475353601568E+01,  2.692455729724053E+02,  1.746737133087774E+02,  2.457628036701550E+06,  7.792825755812135E-05,  3.140245868745284E+02,  1.890558738212112E+02,  4.091305661899608E+06,  8.107374255371094E+06,  4.619633638433410E+06,
2457621.250000000, A.D. 2016-Aug-20 18:00:00.0000,  9.816106748992059E-01,  7.523913071104884E+04,  9.059957625335424E+01,  2.692452338020116E+02,  1.746733333982762E+02,  2.457628036616483E+06,  7.792393730300388E-05,  3.143082346014941E+02,  1.890942008876436E+02,  4.091456880481141E+06,  8.107674630251233E+06,  4.619889759935454E+06,
2457621.291666667, A.D. 2016-Aug-20 19:00:00.0000,  9.816108700020713E-01,  7.524139874271765E+04,  9.059540927173832E+01,  2.692449580535579E+02,  1.746729164955227E+02,  2.457628036523937E+06,  7.791917394074241E-05,  3.145921597297423E+02,  1.891328217421439E+02,  4.091623624999857E+06,  8.108005851256995E+06,  4.620172183470275E+06,
2457621.333333333, A.D. 2016-Aug-20 20:00:00.0000,  9.816110822282998E-01,  7.524383298267169E+04,  9.059235252310118E+01,  2.692447537414133E+02,  1.746724696012654E+02,  2.457628036425595E+06,  7.791404397389911E-05,  3.148763018236785E+02,  1.891717331867135E+02,  4.091803221746339E+06,  8.108362610510006E+06,  4.620476381903608E+06,
2457621.375000000, A.D. 2016-Aug-20 21:00:00.0000,  9.816113087664805E-01,  7.524639001385075E+04,  9.059048240126317E+01,  2.692446275067909E+02,  1.746720004269447E+02,  2.457628036323244E+06,  7.790863279283149E-05,  3.151605957230898E+02,  1.892109313675565E+02,  4.091992684976382E+06,  8.108738979938914E+06,  4.620797299283683E+06,
2457621.416666667, A.D. 2016-Aug-20 22:00:00.0000,  9.816115463972678E-01,  7.524902355157842E+04,  9.058985023296508E+01,  2.692445844524411E+02,  1.746715172215679E+02,  2.457628036218738E+06,  7.790303280608866E-05,  3.154449730617616E+02,  1.892504119488593E+02,  4.092188782008231E+06,  8.109128540464884E+06,  4.621129460981184E+06,
2457621.458333333, A.D. 2016-Aug-20 23:00:00.0000,  9.816117915520711E-01,  7.525168549381742E+04,  9.059048125956903E+01,  2.692446280062258E+02,  1.746710285889379E+02,  2.457628036113948E+06,  7.789734143011022E-05,  3.157293638256826E+02,  1.892901702964239E+02,  4.092388103327874E+06,  8.109524521161931E+06,  4.621467092339644E+06,
2457621.500000000, A.D. 2016-Aug-21 00:00:00.0000,  9.816120403830927E-01,  7.525432698204771E+04,  9.059237407589816E+01,  2.692447598118210E+02,  1.746705433001890E+02,  2.457628036010726E+06,  7.789165899283329E-05,  3.160136979087117E+02,  1.893302016660724E+02,  4.092587135815383E+06,  8.109919944648718E+06,  4.621804242648409E+06,
2457621.541666667, A.D. 2016-Aug-21 01:00:00.0000,  9.816122891687742E-01,  7.525689981457643E+04,  9.059549934527563E+01,  2.692449795652033E+02,  1.746700699328792E+02,  2.457628035910813E+06,  7.788608396197528E-05,  3.162979084414919E+02,  1.893705015647056E+02,  4.092782429815916E+06,  8.110307959817256E+06,  4.622135068130469E+06,
2457621.583333333, A.D. 2016-Aug-21 02:00:00.0000,  9.816125331073997E-01,  7.525935603786631E+04,  9.059980499849912E+01,  2.692452853063301E+02,  1.746696173690121E+02,  2.457628035815999E+06,  7.788072124596964E-05,  3.165819260677293E+02,  1.894110652568096E+02,  4.092970308387256E+06,  8.110681260736646E+06,  4.622453339421663E+06,
2457621.625000000, A.D. 2016-Aug-21 03:00:00.0000,  9.816127683715158E-01,  7.526165116276417E+04,  9.060521068437255E+01,  2.692456729557647E+02,  1.746691935685730E+02,  2.457628035727789E+06,  7.787566415167422E-05,  3.168656912827018E+02,  1.894518889873063E+02,  4.093147499494896E+06,  8.111033347827028E+06,  4.622753512558782E+06,
2457621.666666667, A.D. 2016-Aug-21 04:00:00.0000,  9.816129909361271E-01,  7.526374381396339E+04,  9.061161595730957E+01,  2.692461368265285E+02,  1.746688060505443E+02,  2.457628035647561E+06,  7.787100238113065E-05,  3.171491487597652E+02,  1.894929695072105E+02,  4.093310856187208E+06,  8.111357968560452E+06,  4.623030255062359E+06,
2457621.708333333, A.D. 2016-Aug-21 05:00:00.0000,  9.816131970606369E-01,  7.526559732292798E+04,  9.061890625438387E+01,  2.692466700015735E+02,  1.746684614873159E+02,  2.457628035576480E+06,  7.786681650552324E-05,  3.174322509178401E+02,  1.895343044845162E+02,  4.093457550567232E+06,  8.111649503811536E+06,  4.623278774655755E+06,
2457621.750000000, A.D. 2016-Aug-21 06:00:00.0000,  9.816133834911529E-01,  7.526718121028396E+04,  9.062696662184960E+01,  2.692472653043711E+02,  1.746681654250810E+02,  2.457628035515439E+06,  7.786317438936559E-05,  3.177149600343100E+02,  1.895758927961976E+02,  4.093585199542724E+06,  8.111903217875164E+06,  4.623495032449746E+06,
2457621.791666667, A.D. 2016-Aug-21 07:00:00.0000,  9.816135465839482E-01,  7.526846359414433E+04,  9.063562826918501E+01,  2.692479113015188E+02,  1.746679236864419E+02,  2.457628035465369E+06,  7.786014854806708E-05,  3.179972366339988E+02,  1.896177330829377E+02,  4.093691256870376E+06,  8.112114050146609E+06,  4.623674713101189E+06,
2457621.833333333, A.D. 2016-Aug-21 08:00:00.0000,  9.816136845976529E-01,  7.526943217735837E+04,  9.064473818205390E+01,  2.692485973980095E+02,  1.746677384859952E+02,  2.457628035426461E+06,  7.785776903072889E-05,  3.182790700022338E+02,  1.896598276920334E+02,  4.093774665028841E+06,  8.112279897880324E+06,  4.623816023522524E+06,
2457621.875000000, A.D. 2016-Aug-21 09:00:00.0000,  9.816137949788669E-01,  7.527006704629947E+04,  9.065414102028862E+01,  2.692493124900241E+02,  1.746676134385869E+02,  2.457628035399160E+06,  7.785608287804536E-05,  3.185604390890106E+02,  1.897021776567000E+02,  4.093833771557765E+06,  8.112397476069230E+06,  4.623916162901594E+06,
2457621.916666667, A.D. 2016-Aug-21 10:00:00.0000,  9.816138761862906E-01,  7.527035913360375E+04,  9.066367413584611E+01,  2.692500445745987E+02,  1.746675501602912E+02,  2.457628035383520E+06,  7.785511389296372E-05,  3.188413384573905E+02,  1.897447860933036E+02,  4.093867739402431E+06,  8.112465119671257E+06,  4.623973712182002E+06,
2457621.958333333, A.D. 2016-Aug-21 11:00:00.0000,  9.816139274368396E-01,  7.527030724571420E+04,  9.067317477137298E+01,  2.692507812804919E+02,  1.746675488143812E+02,  2.457628035379316E+06,  7.785486887067555E-05,  3.191217737959577E+02,  1.897876576660043E+02,  4.093876328788720E+06,  8.112482350331725E+06,  4.623988264600313E+06,
2457622.000000000, A.D. 2016-Aug-21 12:00:00.0000,  9.816139485920748E-01,  7.526991667949338E+04,  9.068248457624571E+01,  2.692515102157643E+02,  1.746676083674546E+02,  2.457628035386108E+06,  7.785534046816197E-05,  3.194017597153598E+02,  1.898307983395485E+02,  4.093859796728758E+06,  8.112449676778022E+06,  4.623960255458876E+06,
2457622.041666667, A.D. 2016-Aug-21 13:00:00.0000,  9.816139401156094E-01,  7.526919864854276E+04,  9.069145278549729E+01,  2.692522192267604E+02,  1.746677266986004E+02,  2.457628035403271E+06,  7.785650836391032E-05,  3.196813186900935E+02,  1.898742152785917E+02,  4.093818856341499E+06,  8.112368514034455E+06,  4.623890893196987E+06,
2457622.083333333, A.D. 2016-Aug-21 14:00:00.0000,  9.816139030579947E-01,  7.526817003950036E+04,  9.069993878728381E+01,  2.692528966206335E+02,  1.746679006493995E+02,  2.457628035430009E+06,  7.785833972885418E-05,  3.199604804593018E+02,  1.899179168064154E+02,  4.093754660215064E+06,  8.112241150390629E+06,  4.623782131159221E+06,
2457622.125000000, A.D. 2016-Aug-21 15:00:00.0000,  9.816138390438560E-01,  7.526685322407579E+04,  9.070781441543409E+01,  2.692535313759786E+02,  1.746681260647338E+02,  2.457628035465376E+06,  7.786078959456699E-05,  3.202392815058079E+02,  1.899619123733171E+02,  4.093668787280170E+06,  8.112070721336265E+06,  4.623636645281597E+06,
2457622.166666667, A.D. 2016-Aug-21 16:00:00.0000,  9.816137502484926E-01,  7.526527578757265E+04,  9.071496607568989E+01,  2.692541133493617E+02,  1.746683978494908E+02,  2.457628035508295E+06,  7.786380141632456E-05,  3.205177644299631E+02,  1.900062125095804E+02,  4.093563222777507E+06,  8.111861169767441E+06,  4.623457800051927E+06,
2457622.208333333, A.D. 2016-Aug-21 17:00:00.0000,  9.816136393592004E-01,  7.526347011840332E+04,  9.072129669468598E+01,  2.692546334762860E+02,  1.746687100507727E+02,  2.457628035557574E+06,  7.786730794776392E-05,  3.207959771548353E+02,  1.900508287532533E+02,  4.093440327249601E+06,  8.111617184380799E+06,  4.623249595857359E+06,
2457622.250000000, A.D. 2016-Aug-21 18:00:00.0000,  9.816135095213613E-01,  7.526147285101027E+04,  9.072672743012087E+01,  2.692550839608671E+02,  1.746690559663715E+02,  2.457628035611936E+06,  7.787123243928044E-05,  3.210739719658728E+02,  1.900957735517318E+02,  4.093302794160053E+06,  8.111344115469095E+06,  4.623016597056012E+06,
2457622.291666667, A.D. 2016-Aug-21 19:00:00.0000,  9.816133642718067E-01,  7.525932417860477E+04,  9.073119907060104E+01,  2.692554584472933E+02,  1.746694282758639E+02,  2.457628035670047E+06,  7.787549011944352E-05,  3.213518044196904E+02,  1.901410601405265E+02,  4.093153597599478E+06,  8.111047871020351E+06,  4.622763843255957E+06,
2457622.333333333, A.D. 2016-Aug-21 20:00:00.0000,  9.816132074628894E-01,  7.525706706125419E+04,  9.073467306466586E+01,  2.692557521666548E+02,  1.746698191890776E+02,  2.457628035730542E+06,  7.787998989879553E-05,  3.216295321666175E+02,  1.901867024042081E+02,  4.092995932235672E+06,  8.110734797410090E+06,  4.622496747467704E+06,
2457622.375000000, A.D. 2016-Aug-21 21:00:00.0000,  9.816130431806050E-01,  7.525474635565876E+04,  9.073713213773118E+01,  2.692559620539866E+02,  1.746702206066550E+02,  2.457628035792055E+06,  7.788463623446563E-05,  3.219072137297383E+02,  1.902327147245784E+02,  4.092833147695118E+06,  8.110411549034578E+06,  4.622220984845432E+06,
2457622.416666667, A.D. 2016-Aug-21 22:00:00.0000,  9.816128756595621E-01,  7.525240789001738E+04,  9.073858047540702E+01,  2.692560868317883E+02,  1.746706242881585E+02,  2.457628035853249E+06,  7.788933110212520E-05,  3.221849072761689E+02,  1.902791118204582E+02,  4.092668679273475E+06,  8.110084950656934E+06,  4.621942375239854E+06,
2457622.458333333, A.D. 2016-Aug-21 23:00:00.0000,  9.816127091968105E-01,  7.525009750364418E+04,  9.073904346804140E+01,  2.692561270575313E+02,  1.746710220240480E+02,  2.457628035912845E+06,  7.789397603231337E-05,  3.224626694081888E+02,  1.903259085826386E+02,  4.092505976497165E+06,  8.109761855490686E+06,  4.621666762146772E+06,
2457622.500000000, A.D. 2016-Aug-22 00:00:00.0000,  9.816125480658184E-01,  7.524786006816113E+04,  9.073856702304785E+01,  2.692560851336051E+02,  1.746714058085952E+02,  2.457628035969640E+06,  7.789847417698166E-05,  3.227405539952540E+02,  1.903731199068723E+02,  4.092348430740321E+06,  8.109449001412481E+06,  4.621399890094086E+06,
2457622.541666667, A.D. 2016-Aug-22 01:00:00.0000,  9.816123964313263E-01,  7.524573850595021E+04,  9.073721645902710E+01,  2.692559652787903E+02,  1.746717680112108E+02,  2.457628036022536E+06,  7.790273237724961E-05,  3.230186110637238E+02,  1.904207605274201E+02,  4.092199302912075E+06,  8.109152867318199E+06,  4.621147282186124E+06,
2457622.583333333, A.D. 2016-Aug-22 02:00:00.0000,  9.816122582654845E-01,  7.524377282214991E+04,  9.073507500018151E+01,  2.692557734607674E+02,  1.746721015437290E+02,  2.457628036070564E+06,  7.790666320427437E-05,  3.232968857595335E+02,  1.904688448536503E+02,  4.092061652188152E+06,  8.108879531554153E+06,  4.620914119451704E+06,
2457622.625000000, A.D. 2016-Aug-22 03:00:00.0000,  9.816121372655915E-01,  7.524199916852234E+04,  9.073224189270984E+01,  2.692555172895028E+02,  1.746724000209596E+02,  2.457628036112894E+06,  7.791018694233140E-05,  3.235754173995235E+02,  1.905173868124672E+02,  4.091938266850605E+06,  8.108634534532688E+06,  4.620705123791701E+06,
